ITEM_NO,PROF_ALPHA_2,DESCR,LST_COST,PRC_1,TAX_CATEG_COD,CATEG_COD,ACCT_COD,ITEM_VEND_NO,PROF_COD_4,PROF_ALPHA_3,PROF_DAT_1,QTY
191386832580,65R59 POI,ORN-E Pewter Poinsettia,,13.99,TX,002,002,Evergreen Ornaments,A,65R59 POI,09/23/24,
191386818904,65M27 ANG,ORN-E Pewter Angel,6.65,16.99,TX,002,002,Evergreen Ornaments,A,65M27 ANG,09/23/24,
